spp,stockid,year,overfished,overfishing
nephrops norvegicus,nephfu7,2016,FALSE,FALSE
nephrops norvegicus,nephfu7,2017,FALSE,FALSE
nephrops norvegicus,nephmedgsa17-18,2015,TRUE,TRUE
ophiodon elongatus,lingcodnpcoast,2015,FALSE,FALSE
ophiodon elongatus,lingcodnpcoast,2016,FALSE,FALSE
ophiodon elongatus,lingcodnpcoast,2017,FALSE,NA
ophiodon elongatus,lingcodspcoast,2015,TRUE,FALSE
ophiodon elongatus,lingcodspcoast,2016,TRUE,FALSE
ophiodon elongatus,lingcodspcoast,2017,TRUE,NA
pandalus borealis,pandali-ii,2015,FALSE,FALSE
pandalus borealis,pandali-ii,2016,FALSE,FALSE
pandalus borealis,pandali-ii,2017,FALSE,FALSE
pandalus borealis,pandaliiiaw-ivae,2015,FALSE,FALSE
pandalus borealis,pandaliiiaw-ivae,2016,FALSE,TRUE
pandalus borealis,pandaliiiaw-ivae,2017,TRUE,TRUE
paralichthys dentatus,sflounmatlc,2015,TRUE,TRUE
paralithodes camtschaticus,rkcrabbb,2015,FALSE,NA
paralithodes camtschaticus,rkcrabbb,2016,FALSE,NA
paralithodes camtschaticus,rkcrabbb,2017,TRUE,NA
penaeus esculentus,btshrimpnaust,2015,FALSE,FALSE
penaeus semisulcatus,gtprawnnaust,2015,FALSE,TRUE
placopecten magellanicus,scall5zmab,2015,FALSE,FALSE
placopecten magellanicus,scall5zmab,2016,FALSE,FALSE
placopecten magellanicus,scall5zmab,2017,FALSE,FALSE
platycephalus conatus,deepflatheadse,2015,FALSE,FALSE
pleurogrammus monopterygius,atkabsai,2015,FALSE,NA
pleurogrammus monopterygius,atkabsai,2016,FALSE,NA
pleurogrammus monopterygius,atkabsai,2017,FALSE,NA
pleuroncodes monodon,rsqlobstercsch,2015,TRUE,FALSE
pleuroncodes monodon,rsqlobsternch,2015,FALSE,FALSE
pleuronectes platessa,plaic2123,2015,FALSE,FALSE
pleuronectes platessa,plaic2123,2016,FALSE,FALSE
pleuronectes platessa,plaic2123,2017,FALSE,FALSE
pleuronectes platessa,plaic7d,2015,FALSE,FALSE
pleuronectes platessa,plaic7d,2016,FALSE,FALSE
pleuronectes platessa,plaic7d,2017,FALSE,FALSE
pleuronectes platessa,plaiccelt,2015,FALSE,FALSE
pleuronectes platessa,plaiccelt,2016,FALSE,FALSE
pleuronectes platessa,plaiccelt,2017,FALSE,FALSE
pleuronectes platessa,plaicis,2015,FALSE,FALSE
pleuronectes platessa,plaicis,2016,FALSE,FALSE
pleuronectes platessa,plaicis,2017,FALSE,FALSE
pleuronectes platessa,plaicns,2015,FALSE,FALSE
pleuronectes platessa,plaicns,2016,FALSE,FALSE
pleuronectes platessa,plaicns,2017,FALSE,FALSE
pleuronectes quadrituberculatus,alplaicbsai,2015,FALSE,NA
pleuronectes quadrituberculatus,alplaicbsai,2016,FALSE,NA
pollachius virens,poll5yz,2015,FALSE,FALSE
pollachius virens,poll5yz,2016,FALSE,FALSE
pollachius virens,pollfapl,2015,FALSE,TRUE
pollachius virens,pollfapl,2016,FALSE,TRUE
pollachius virens,pollfapl,2017,FALSE,TRUE
pollachius virens,pollieg,2015,FALSE,FALSE
pollachius virens,pollieg,2016,FALSE,FALSE
pollachius virens,pollieg,2017,FALSE,FALSE
pollachius virens,pollnear,2015,FALSE,FALSE
pollachius virens,pollnear,2016,FALSE,FALSE
pollachius virens,pollnear,2017,FALSE,FALSE
pollachius virens,pollns-vi-iiia,2015,FALSE,FALSE
pollachius virens,pollns-vi-iiia,2016,FALSE,FALSE
pollachius virens,pollns-vi-iiia,2017,FALSE,FALSE
pseudopleuronectes americanus,winfloun4t,2015,TRUE,NA
pseudopleuronectes americanus,winfloun4t,2016,TRUE,NA
pseudopleuronectes americanus,winfloun5z,2015,TRUE,FALSE
pseudopleuronectes americanus,winfloun5z,2016,TRUE,FALSE
reinhardtius hippoglossoides,ghalbsai,2015,TRUE,NA
reinhardtius hippoglossoides,ghalbsai,2016,FALSE,NA
reinhardtius hippoglossoides,ghalbsai,2017,FALSE,NA
reinhardtius hippoglossoides,ghalv-vi-xii-xiv,2015,TRUE,TRUE
reinhardtius hippoglossoides,ghalv-vi-xii-xiv,2016,TRUE,TRUE
reinhardtius hippoglossoides,ghalv-vi-xii-xiv,2017,TRUE,TRUE
rhomboplites aurorubens,vsnapsatlc,2015,FALSE,FALSE
rhomboplites aurorubens,vsnapsatlc,2016,FALSE,FALSE
salilota australis,patcodargs,2015,TRUE,FALSE
salilota australis,patcodargs,2016,TRUE,FALSE
salilota australis,patcodargs,2017,TRUE,FALSE
sardina pilchardus,sardpviiic-ixa,2015,TRUE,TRUE
sardina pilchardus,sardpviiic-ixa,2016,TRUE,TRUE
sardina pilchardus,sardpviiic-ixa,2017,TRUE,TRUE
sardina pilchardus,sardviiiabd,2015,FALSE,FALSE
sardina pilchardus,sardviiiabd,2016,FALSE,TRUE
sardina pilchardus,sardviiiabd,2017,FALSE,TRUE
sardinella aurita,rsardcwaciv-ben,2017,TRUE,TRUE
sardinella maderensis,msardcwaciv-ben,2017,TRUE,TRUE
sardinops sagax,sardwse,2015,FALSE,FALSE
sardinops sagax,sardwse,2016,FALSE,FALSE
sardinops sagax,sardwse,2017,FALSE,FALSE
scomber australasicus,bmackecs,2015,TRUE,FALSE
scomber australasicus,bmackecs,2016,TRUE,TRUE
scomber australasicus,bmackecs,2017,TRUE,FALSE
scomber australasicus,bmackpjpn,2015,TRUE,TRUE
scomber australasicus,bmackpjpn,2016,TRUE,TRUE
scomber australasicus,bmackpjpn,2017,TRUE,TRUE
scomber colias,acmacksarg,2015,FALSE,FALSE
scomber colias,acmacksarg,2016,TRUE,FALSE
scomber colias,acmacksarg,2017,FALSE,FALSE
scomber japonicus,cmackpjpn,2015,TRUE,TRUE
scomber japonicus,cmackpjpn,2016,FALSE,TRUE
scomber japonicus,cmackpjpn,2017,FALSE,TRUE
scomber japonicus,cmacktsst,2015,TRUE,TRUE
scomber japonicus,cmacktsst,2016,TRUE,TRUE
scomber japonicus,cmacktsst,2017,TRUE,FALSE
scomber scombrus,mack5ychatt,2015,TRUE,TRUE
scomber scombrus,mack5ychatt,2016,TRUE,TRUE
scomber scombrus,mackneices,2015,FALSE,TRUE
scomber scombrus,mackneices,2016,FALSE,TRUE
scomber scombrus,mackneices,2017,FALSE,TRUE
scomber scombrus,macknwatlsa3-4,2015,TRUE,NA
scomber scombrus,macknwatlsa3-4,2016,TRUE,NA
scomber scombrus,macknwatlsa3-4,2017,TRUE,NA
scophthalmus maximus,turiv,2015,FALSE,FALSE
scophthalmus maximus,turiv,2016,FALSE,FALSE
scophthalmus maximus,turiv,2017,FALSE,FALSE
scorpaena guttata,calscorpscal,2015,FALSE,FALSE
scorpaena guttata,calscorpscal,2016,FALSE,FALSE
scorpaena guttata,calscorpscal,2017,FALSE,NA
sebastes alutus,perchebsai,2015,FALSE,NA
sebastes alutus,perchebsai,2016,FALSE,NA
sebastes alutus,perchebsai,2017,FALSE,NA
sebastes alutus,perchqci,2015,TRUE,FALSE
sebastes alutus,perchqci,2016,TRUE,FALSE
sebastes alutus,perchqci,2017,TRUE,NA
sebastes alutus,poperchga,2015,FALSE,NA
sebastes alutus,poperchga,2016,FALSE,NA
sebastes alutus,poperchga,2017,FALSE,NA
sebastes alutus,poperchpcoast,2015,TRUE,FALSE
sebastes alutus,poperchpcoast,2016,TRUE,FALSE
sebastes alutus,poperchpcoast,2017,TRUE,NA
sebastes crameri,dkrockpcoast,2015,TRUE,FALSE
sebastes crameri,dkrockpcoast,2016,TRUE,FALSE
sebastes crameri,dkrockpcoast,2017,FALSE,NA
sebastes entomelas,wrockbcw,2015,FALSE,FALSE
sebastes entomelas,wrockbcw,2016,FALSE,FALSE
sebastes entomelas,wrockbcw,2017,FALSE,FALSE
sebastes entomelas,wrockpcoast,2015,FALSE,NA
sebastes fasciatus,acadredgomgb,2015,FALSE,FALSE
sebastes fasciatus,acadredgomgb,2016,FALSE,FALSE
sebastes flavidus,ytrocknpcoast,2015,FALSE,FALSE
sebastes flavidus,ytrocknpcoast,2016,FALSE,FALSE
sebastes flavidus,ytrocknpcoast,2017,FALSE,NA
sebastes goodei,chilispcoast,2015,FALSE,FALSE
sebastes goodei,chilispcoast,2016,FALSE,FALSE
sebastes goodei,chilispcoast,2017,FALSE,NA
sebastes levis,cowcodscal,2015,TRUE,FALSE
sebastes melanops,blackrockcal,2015,TRUE,NA
sebastes melanops,blackrockorecoast,2015,FALSE,NA
sebastes melanops,blackrockwash,2015,FALSE,NA
sebastes melanostomus,bgrockpcoast,2015,TRUE,FALSE
sebastes melanostomus,bgrockpcoast,2016,TRUE,FALSE
sebastes melanostomus,bgrockpcoast,2017,TRUE,NA
sebastes mentella,reddeepi-ii,2015,FALSE,NA
sebastes mentella,reddeepi-ii,2016,FALSE,NA
sebastes mentella,reddeepi-ii,2017,FALSE,NA
sebastes nebulosus,chrockcpcoast,2015,FALSE,NA
sebastes nebulosus,chrocknpcoast,2015,FALSE,NA
sebastes nebulosus,chrockspcoast,2015,TRUE,NA
sebastes norvegicus,goldredv-vi-xii-xiv,2015,FALSE,TRUE
sebastes norvegicus,goldredv-vi-xii-xiv,2016,FALSE,TRUE
sebastes norvegicus,goldredv-vi-xii-xiv,2017,FALSE,TRUE
sebastes paucispinis,bocaccspcoast,2015,TRUE,FALSE
sebastes paucispinis,bocaccspcoast,2016,FALSE,FALSE
sebastes paucispinis,bocaccspcoast,2017,FALSE,NA
sebastes pinniger,crockpcoast,2015,FALSE,FALSE
sebastes pinniger,crockpcoast,2016,FALSE,FALSE
sebastes pinniger,crockpcoast,2017,FALSE,NA
sebastes polyspinis,nrockbsai,2015,FALSE,FALSE
sebastes polyspinis,nrockbsai,2016,FALSE,FALSE
sebastes polyspinis,nrockbsai,2017,FALSE,NA
sebastes polyspinis,nrockga,2015,FALSE,NA
sebastes polyspinis,nrockga,2016,FALSE,NA
sebastes polyspinis,nrockga,2017,FALSE,NA
sebastes proriger,rsrockbcwn,2015,FALSE,FALSE
sebastes proriger,rsrockbcwn,2016,FALSE,FALSE
sebastes proriger,rsrockbcwn,2017,FALSE,FALSE
sebastes proriger,rsrockbcws,2015,FALSE,FALSE
sebastes proriger,rsrockbcws,2016,FALSE,FALSE
sebastes proriger,rsrockbcws,2017,FALSE,FALSE
sebastes ruberrimus,yeyerockpcoast,2015,TRUE,FALSE
sebastes ruberrimus,yeyerockpcoast,2016,TRUE,FALSE
sebastes ruberrimus,yeyerockpcoast,2017,TRUE,NA
sebastes variabilis,dusrockga,2015,FALSE,NA
sebastes variabilis,dusrockga,2016,FALSE,NA
sebastes variabilis,dusrockga,2017,FALSE,NA
seriola dumerili,grambergm,2015,TRUE,TRUE
seriolella punctata,silverfishse,2015,TRUE,FALSE
seriolella punctata,silverfishse,2016,TRUE,FALSE
seriolella punctata,silverfishse,2017,TRUE,FALSE
sillago flindersi,swhitse,2015,FALSE,FALSE
sillago flindersi,swhitse,2016,FALSE,FALSE
solea solea,solecs,2015,FALSE,TRUE
solea solea,solecs,2016,FALSE,TRUE
solea solea,solecs,2017,FALSE,TRUE
solea solea,soleiiia-2224,2015,TRUE,FALSE
solea solea,soleiiia-2224,2016,TRUE,FALSE
solea solea,soleiiia-2224,2017,TRUE,TRUE
solea solea,soleis,2015,TRUE,FALSE
solea solea,soleis,2016,TRUE,FALSE
solea solea,soleis,2017,TRUE,FALSE
solea solea,solens,2015,FALSE,TRUE
solea solea,solens,2016,FALSE,TRUE
solea solea,solens,2017,FALSE,TRUE
solea solea,soleviid,2015,TRUE,TRUE
solea solea,soleviid,2016,TRUE,FALSE
solea solea,soleviid,2017,TRUE,FALSE
solea solea,soleviie,2015,FALSE,FALSE
solea solea,soleviie,2016,FALSE,FALSE
solea solea,soleviie,2017,FALSE,FALSE
solea solea,soleviiiab,2015,TRUE,TRUE
solea solea,soleviiiab,2016,FALSE,TRUE
solea solea,soleviiiab,2017,FALSE,FALSE
sprattus fuegensis,ssardch,2015,FALSE,TRUE
sprattus fuegensis,ssardch,2016,FALSE,TRUE
sprattus fuegensis,ssardch,2017,TRUE,TRUE
sprattus sprattus,sprat22-32,2015,FALSE,TRUE
sprattus sprattus,sprat22-32,2016,FALSE,FALSE
sprattus sprattus,sprat22-32,2017,FALSE,TRUE
squalus acanthias,sdogatlc,2015,TRUE,FALSE
squalus acanthias,sdogatlc,2016,TRUE,FALSE
squalus acanthias,sdogatlc,2017,TRUE,FALSE
squalus acanthias,spurdneatl,2015,TRUE,NA
squalus acanthias,spurdneatl,2016,TRUE,NA
stenotomus chrysops,scupnwatlc,2015,FALSE,FALSE
stenotomus chrysops,scupnwatlc,2016,FALSE,FALSE
strangomera bentincki,csardcsch,2015,FALSE,FALSE
strangomera bentincki,csardcsch,2016,FALSE,FALSE
strangomera bentincki,csardcsch,2017,FALSE,FALSE
thunnus alalunga,albamed,2015,FALSE,TRUE
thunnus alalunga,albanpac,2015,FALSE,FALSE
thunnus albacares,yfincwpac,2015,FALSE,FALSE
thunnus albacares,yfineio,2015,TRUE,TRUE
thunnus albacares,yfinepac,2015,FALSE,FALSE
thunnus albacares,yfinepac,2016,TRUE,FALSE
thunnus maccoyii,sbt,2015,TRUE,FALSE
thunnus maccoyii,sbt,2016,TRUE,FALSE
thunnus obesus,bigeyeepac,2015,TRUE,FALSE
thunnus obesus,bigeyeepac,2016,FALSE,FALSE
thunnus obesus,bigeyeio,2015,FALSE,FALSE
thunnus orientalis,pacbtuna,2015,TRUE,NA
thunnus orientalis,pacbtuna,2016,TRUE,NA
trachurus capensis,ctracsa,2015,FALSE,FALSE
trachurus capensis,ctracsa,2016,FALSE,FALSE
trachurus capensis,ctracsa,2017,FALSE,FALSE
trachurus japonicus,jmackpjpn,2015,TRUE,TRUE
trachurus japonicus,jmackpjpn,2016,TRUE,FALSE
trachurus japonicus,jmackpjpn,2017,TRUE,TRUE
trachurus japonicus,jmacktsst,2015,TRUE,TRUE
trachurus japonicus,jmacktsst,2016,TRUE,TRUE
trachurus japonicus,jmacktsst,2017,TRUE,TRUE
trachurus trachurus,hmackiia-iva-vb-via-vii-viii,2015,TRUE,FALSE
trachurus trachurus,hmackiia-iva-vb-via-vii-viii,2016,TRUE,TRUE
trachurus trachurus,hmackiia-iva-vb-via-vii-viii,2017,TRUE,TRUE
trachurus trachurus,hmackixa,2015,FALSE,FALSE
trachurus trachurus,hmackixa,2016,FALSE,FALSE
trachurus trachurus,hmackixa,2017,FALSE,FALSE
trachurus trecae,chmackcwagab-ago,2017,TRUE,TRUE
trachurus trecae,chmackcwagnb-lbr,2017,TRUE,TRUE
trisopterus esmarkii,npoutiiia-iv,2015,FALSE,NA
trisopterus esmarkii,npoutiiia-iv,2016,FALSE,NA
trisopterus esmarkii,npoutiiia-iv,2017,FALSE,NA
urophycis tenuis,whakegbgom,2015,TRUE,FALSE
urophycis tenuis,whakegbgom,2016,TRUE,FALSE
clupea harengus,herrnwatlc,2015,NA,FALSE
clupea harengus,herrnwatlc,2016,NA,FALSE
clupea harengus,herrnwatlc,2017,NA,FALSE
dicentrarchus labrax,ebassgsa7,2015,NA,TRUE
engraulis encrasicolus,anchmedgsa17-18,2015,NA,TRUE
engraulis encrasicolus,anchmedgsa9,2015,NA,TRUE
engraulis japonicus,janchopjpn,2015,NA,FALSE
engraulis japonicus,janchopjpn,2016,NA,FALSE
engraulis japonicus,janchopjpn,2017,NA,FALSE
gadus morhua,cod5zjm,2015,NA,FALSE
gadus morhua,cod5zjm,2016,NA,FALSE
gadus morhua,cod5zjm,2017,NA,FALSE
lophius budegassa,anglvii-viiiabd,2015,NA,TRUE
lophius budegassa,anglvii-viiiabd,2016,NA,TRUE
lophius budegassa,anglvii-viiiabd,2017,NA,FALSE
lophius piscatorius,wanglgsa1-7,2015,NA,TRUE
makaira nigricans,bmarlinatl,2015,NA,FALSE
makaira nigricans,bmarlinatl,2016,NA,FALSE
makaira nigricans,bmarlinatl,2017,NA,FALSE
melanogrammus aeglefinus,had4x5y,2015,NA,FALSE
merluccius merluccius,hakenwamar,2015,NA,FALSE
merluccius merluccius,hakenwamar,2016,NA,FALSE
microstomus kitt,lsoleiiia-iv-viid,2015,NA,FALSE
microstomus kitt,lsoleiiia-iv-viid,2016,NA,FALSE
microstomus kitt,lsoleiiia-iv-viid,2017,NA,FALSE
mullus surmuletus,smullmedgsa9,2015,NA,FALSE
nephrops norvegicus,nephfu11,2015,NA,FALSE
nephrops norvegicus,nephfu11,2016,NA,FALSE
nephrops norvegicus,nephfu11,2017,NA,FALSE
nephrops norvegicus,nephfu12,2015,NA,FALSE
nephrops norvegicus,nephfu12,2016,NA,FALSE
nephrops norvegicus,nephfu12,2017,NA,FALSE
nephrops norvegicus,nephfu13,2015,NA,FALSE
nephrops norvegicus,nephfu13,2016,NA,TRUE
nephrops norvegicus,nephfu13,2017,NA,TRUE
nephrops norvegicus,nephfu14,2016,NA,FALSE
nephrops norvegicus,nephfu14,2017,NA,FALSE
nephrops norvegicus,nephfu15,2015,NA,TRUE
nephrops norvegicus,nephfu15,2016,NA,FALSE
nephrops norvegicus,nephfu15,2017,NA,FALSE
nephrops norvegicus,nephfu16,2015,NA,FALSE
nephrops norvegicus,nephfu16,2016,NA,FALSE
nephrops norvegicus,nephfu16,2017,NA,TRUE
nephrops norvegicus,nephfu17,2017,NA,FALSE
nephrops norvegicus,nephfu19,2015,NA,FALSE
nephrops norvegicus,nephfu19,2016,NA,FALSE
nephrops norvegicus,nephfu19,2017,NA,FALSE
nephrops norvegicus,nephfu2021,2015,NA,FALSE
nephrops norvegicus,nephfu2021,2016,NA,FALSE
nephrops norvegicus,nephfu2021,2017,NA,FALSE
nephrops norvegicus,nephfu22,2015,NA,FALSE
nephrops norvegicus,nephfu22,2016,NA,TRUE
nephrops norvegicus,nephfu22,2017,NA,FALSE
nephrops norvegicus,nephfu2829,2015,NA,FALSE
nephrops norvegicus,nephfu2829,2016,NA,FALSE
nephrops norvegicus,nephfu3-4,2015,NA,FALSE
nephrops norvegicus,nephfu3-4,2016,NA,FALSE
nephrops norvegicus,nephfu3-4,2017,NA,FALSE
nephrops norvegicus,nephfu6,2015,NA,TRUE
nephrops norvegicus,nephfu6,2016,NA,TRUE
nephrops norvegicus,nephfu8,2015,NA,TRUE
nephrops norvegicus,nephfu8,2016,NA,FALSE
nephrops norvegicus,nephfu8,2017,NA,TRUE
nephrops norvegicus,nephfu9,2015,NA,FALSE
nephrops norvegicus,nephfu9,2016,NA,TRUE
nephrops norvegicus,nephfu9,2017,NA,FALSE
nephrops norvegicus,nephmedgsa11,2015,NA,TRUE
nephrops norvegicus,nephmedgsa6,2015,NA,TRUE
nephrops norvegicus,nephmedgsa9,2015,NA,TRUE
nephrops norvegicus,nephviiiab,2015,NA,FALSE
nephrops norvegicus,nephviiiab,2016,NA,FALSE
nephrops norvegicus,nephviiiab,2017,NA,TRUE
parapenaeus longirostris,rshrmpmedgsa1,2015,NA,FALSE
parapenaeus longirostris,rshrmpmedgsa9-11,2015,NA,FALSE
patinopecten caurinus,wvscallalaska,2015,NA,FALSE
patinopecten caurinus,wvscallalaska,2016,NA,FALSE
patinopecten caurinus,wvscallalaska,2017,NA,FALSE
pristipomoides filamentosus,cjobmhi,2015,NA,FALSE
pristipomoides filamentosus,cjobmhi,2016,NA,FALSE
pseudopleuronectes americanus,winflounsnematl,2015,NA,FALSE
pseudopleuronectes americanus,winflounsnematl,2016,NA,FALSE
sardina pilchardus,sardmedgsa17-18,2015,NA,TRUE
sardina pilchardus,sardmedgsa6,2015,NA,TRUE
scophthalmus aquosus,windowgomgb,2015,NA,FALSE
scophthalmus aquosus,windowgomgb,2016,NA,FALSE
scophthalmus aquosus,windowsnematl,2015,NA,TRUE
scophthalmus aquosus,windowsnematl,2016,NA,TRUE
sebastes borealis,srakerockbsai,2015,NA,FALSE
sebastes borealis,srakerockga,2015,NA,FALSE
sebastes norvegicus,goldrednear,2015,NA,TRUE
sebastes norvegicus,goldrednear,2016,NA,TRUE
sebastes norvegicus,goldrednear,2017,NA,TRUE
sebastolobus alascanus,ssthornhga,2015,NA,FALSE
solea solea,solmedgsa7,2015,NA,TRUE
sparus aurata,ghbrmgsa7,2015,NA,TRUE
thunnus alalunga,albaio,2015,NA,FALSE
thunnus alalunga,albaio,2016,NA,FALSE
thunnus alalunga,albaspac,2015,NA,FALSE
thunnus albacares,yfineio,2016,NA,TRUE
thunnus obesus,bigeyecwpac,2015,NA,FALSE
thunnus obesus,bigeyeio,2016,NA,FALSE
thunnus thynnus,atbtunaeatl,2015,NA,FALSE
thunnus thynnus,atbtunawatl,2015,NA,FALSE
zoarces americanus,opoutnwatlc,2015,NA,FALSE
zoarces americanus,opoutnwatlc,2016,NA,FALSE
